order_id,user_id,order_time,product_category,product_subcategory,product_name,unit_price,quantity,total_amount,province,city,gender,age,is_member
7728,627,42:43.1,运动鞋,休闲鞋,史密斯系列,636.32,1,636.32,上海,上海,男,53,否
14835,2266,50:53.8,运动服装,下装,训练紧身裤,372.24,2,744.48,广西,北海,男,33,是
167014,9231,01:24.9,运动服装,套装,赛事套装,687.25,2,1374.5,吉林,延边,女,33,是
372224,4568,51:15.6,运动服装,套装,运动套装,464.41,1,464.41,北京,北京,男,27,是
250635,8978,14:34.4,运动服装,下装,篮球短裤,255.86,1,255.86,贵州,安顺,男,42,是
436472,9811,39:14.6,运动服装,下装,训练短裤,264.92,1,264.92,北京,北京,男,23,是
115942,6962,19:38.4,运动配饰,包袋,球包,363.95,1,363.95,河北,石家庄,女,23,是
138735,5315,43:45.2,运动鞋,篮球鞋,特雷杨系列,1097.32,1,1097.32,西藏,拉萨,男,32,否
264410,4539,21:17.8,运动鞋,足球鞋,捕食者系列,965.93,1,965.93,河北,廊坊,男,39,是
282346,1676,07:54.7,运动鞋,训练鞋,耐力系列,637.31,2,1274.62,黑龙江,大庆,女,33,否
138758,9298,48:00.6,运动装备,训练装备,弹力带,105.02,1,105.02,重庆,重庆,男,34,否
495873,2488,32:22.0,运动服装,上衣,训练T恤,248.96,2,497.92,四川,乐山,男,34,是
291292,9395,27:52.6,运动配饰,袜子,足球袜,153,3,459,山东,烟台,男,27,否
301691,5489,55:03.2,运动配饰,手套,足球守门员手套,338.73,1,338.73,海南,儋州,女,34,是
143749,279,06:06.2,运动鞋,足球鞋,捕食者系列,1269.81,2,2539.62,青海,西宁,男,23,是
236348,852,02:20.7,运动配饰,包袋,装备包,499.26,1,499.26,吉林,吉林,女,39,否
38123,1747,43:40.1,运动服装,外套,保暖外套,863.35,3,2590.05,重庆,重庆,女,36,是
113056,7131,54:09.4,运动鞋,训练鞋,银河系列,427.41,1,427.41,天津,天津,男,43,是
239296,7333,42:35.5,运动服装,上衣,足球球衣,474.98,3,1424.94,福建,泉州,女,21,否
445562,3710,47:31.7,运动服装,外套,保暖外套,552.61,1,552.61,海南,海口,女,33,是
257728,3644,53:41.6,运动配饰,袜子,篮球袜,99.83,1,99.83,吉林,延边,女,20,是
476888,5581,12:34.8,运动服装,上衣,训练T恤,218.56,1,218.56,内蒙古,呼和浩特,男,25,否
133296,6185,28:21.0,运动服装,下装,足球短裤,176.64,1,176.64,广东,佛山,女,48,是
335493,3236,24:32.0,运动配饰,手套,保暖手套,151.66,2,303.32,天津,天津,女,36,否
38002,1586,40:15.8,运动配饰,包袋,健身包,285.33,2,570.66,重庆,重庆,女,41,是
341478,5943,54:04.1,运动配饰,其他配饰,运动眼镜,323.21,2,646.42,天津,天津,女,32,是
287906,9678,19:56.7,运动装备,篮球装备,护膝,160.18,2,320.36,江苏,苏州,女,34,否
460616,3158,32:05.3,运动服装,外套,训练外套,506.95,1,506.95,天津,天津,男,41,否
88633,2375,08:02.5,运动配饰,包袋,装备包,316.97,1,316.97,云南,昆明,男,21,是
175573,5878,31:53.1,运动服装,套装,赛事套装,879.11,2,1758.22,浙江,温州,男,18,是
327628,6238,39:31.9,运动鞋,休闲鞋,加赛尔系列,777.6,2,1555.2,天津,天津,男,18,是
151919,1807,25:39.6,运动鞋,训练鞋,阿尔法训练师,932.29,1,932.29,陕西,西安,男,27,否
281591,5751,25:59.3,运动鞋,休闲鞋,加赛尔系列,684.01,1,684.01,湖南,湘潭,男,21,是
160937,1482,08:31.7,运动服装,上衣,运动卫衣,552.5,1,552.5,上海,上海,男,33,否
309960,8394,50:01.9,运动配饰,手套,足球守门员手套,411.86,1,411.86,广东,佛山,女,43,是
63916,2411,37:44.1,运动服装,外套,运动风衣,773.48,1,773.48,山东,威海,女,31,否
223806,98,14:14.8,运动鞋,篮球鞋,哈登系列,923,1,923,河北,石家庄,男,52,否
115584,2830,30:13.8,运动鞋,休闲鞋,加赛尔系列,630.31,1,630.31,湖北,襄阳,男,18,否
243971,3969,56:04.1,运动装备,篮球装备,护膝,164.93,1,164.93,河南,许昌,女,20,是
188768,9365,45:47.2,运动装备,篮球装备,运动护具,143.06,1,143.06,上海,上海,男,30,是
30312,8114,12:44.8,运动装备,足球装备,护腿板,140.98,2,281.96,河北,石家庄,女,20,是
377443,8368,46:17.6,运动服装,下装,训练紧身裤,385.13,2,770.26,江苏,无锡,男,18,是
330595,6659,24:01.3,运动配饰,帽子,针织帽,159.52,1,159.52,新疆,喀什,男,21,否
263621,3228,11:54.2,运动服装,套装,足球套装,934.43,1,934.43,湖北,荆州,女,22,是
336614,1197,31:52.9,运动装备,篮球装备,运动护具,135.52,1,135.52,山东,烟台,女,29,是
349839,9131,11:15.7,运动服装,外套,羽绒服,843.7,2,1687.4,青海,海东,男,38,是
229604,5534,28:59.7,运动服装,套装,赛事套装,737.21,1,737.21,河南,洛阳,男,31,是
358505,5169,12:41.5,运动鞋,训练鞋,银河系列,409.95,1,409.95,西藏,日喀则,男,33,否
476397,3523,14:23.1,运动服装,外套,防风夹克,642.71,1,642.71,福建,厦门,男,40,否
110230,9038,37:55.9,运动服装,套装,训练套装,696.21,2,1392.42,北京,北京,男,23,是
240743,6656,00:35.0,运动鞋,训练鞋,锋锐系列,799.92,2,1599.84,广东,深圳,男,18,是
217835,3219,44:35.8,运动服装,下装,训练紧身裤,245.27,1,245.27,云南,大理,女,20,是
410607,6580,16:47.0,运动服装,套装,篮球套装,672.69,1,672.69,江西,九江,女,36,是
411612,7316,52:09.6,运动配饰,袜子,船袜,74.27,1,74.27,北京,北京,男,22,是
205273,9488,47:33.4,运动服装,外套,运动风衣,413.83,1,413.83,宁夏,石嘴山,女,44,否
148664,7717,08:21.2,运动装备,篮球装备,篮球,410.49,1,410.49,安徽,蚌埠,男,29,是
146909,1431,16:53.7,运动装备,训练装备,瑜伽垫,372.15,1,372.15,重庆,重庆,女,32,否
168923,8513,59:27.0,运动装备,篮球装备,篮球,291.97,2,583.94,湖北,武汉,女,30,是
224971,9665,22:18.5,运动配饰,包袋,单肩包,339.31,1,339.31,上海,上海,女,48,是
235671,8108,40:57.8,运动服装,下装,跑步紧身裤,279.09,3,837.27,浙江,绍兴,女,34,否
75508,9169,02:41.0,运动服装,上衣,运动POLO衫,272.98,1,272.98,西藏,日喀则,男,31,是
373767,6353,37:02.1,运动鞋,休闲鞋,史密斯系列,681.76,1,681.76,贵州,安顺,男,21,否
315718,551,58:49.1,运动装备,足球装备,护腿板,287.58,1,287.58,河北,保定,男,40,否
291797,5293,04:55.3,运动服装,套装,篮球套装,1083.58,1,1083.58,山东,济南,女,37,否
35052,1254,14:59.9,运动鞋,休闲鞋,大陆80系列,748.26,1,748.26,安徽,安庆,女,24,是
445224,7640,45:38.0,运动鞋,休闲鞋,大陆80系列,747.75,1,747.75,四川,成都,男,41,否
174372,1696,53:43.5,运动鞋,休闲鞋,桑巴系列,716.18,2,1432.36,四川,宜宾,男,26,是
198982,4598,24:39.0,运动配饰,包袋,装备包,380.57,1,380.57,上海,上海,女,25,是
230079,1748,53:50.1,运动服装,外套,保暖外套,885.25,1,885.25,河北,石家庄,男,43,否
470202,1039,06:51.3,运动装备,篮球装备,护膝,106.92,2,213.84,北京,北京,女,27,是
430123,5681,21:56.9,运动鞋,跑步鞋,阿尔法弹力,773.89,2,1547.78,广东,东莞,男,28,否
131061,2744,35:12.1,运动服装,套装,运动套装,889.66,2,1779.32,陕西,渭南,女,24,是
429554,3484,45:02.7,运动鞋,训练鞋,阿尔法训练师,740.02,2,1480.04,福建,福州,男,32,是
8673,4760,26:45.6,运动服装,上衣,运动POLO衫,236.93,3,710.79,山西,运城,男,19,是
365921,9742,37:14.1,运动鞋,篮球鞋,特雷杨系列,1151.05,2,2302.1,上海,上海,女,29,是
246514,639,56:10.0,运动服装,套装,赛事套装,747.08,1,747.08,浙江,金华,女,27,是
280155,5381,15:03.5,运动服装,上衣,足球球衣,404.6,1,404.6,河南,新乡,女,42,是
488866,457,26:13.9,运动服装,下装,篮球短裤,239.28,1,239.28,天津,天津,女,44,是
99012,5024,35:27.3,运动鞋,跑步鞋,太阳能动力,1084.9,1,1084.9,海南,儋州,男,30,是
326419,5958,44:59.4,运动鞋,训练鞋,银河系列,403.69,2,807.38,内蒙古,呼和浩特,男,26,是
458917,3148,55:03.6,运动配饰,袜子,船袜,75.51,3,226.53,河南,洛阳,女,23,否
47237,9471,03:04.4,运动配饰,其他配饰,护腕,112.01,2,224.02,河南,郑州,男,28,是
389120,8869,53:19.0,运动装备,训练装备,瑜伽垫,259.02,2,518.04,江西,上饶,女,33,是
288895,8620,32:04.9,运动鞋,跑步鞋,阿尔法弹力,764.1,1,764.1,河南,郑州,男,29,否
232120,5753,04:10.0,运动服装,上衣,足球球衣,512.35,1,512.35,河北,石家庄,女,22,否
80089,714,24:34.0,运动服装,下装,篮球短裤,259.77,1,259.77,天津,天津,女,30,否
180042,3894,44:09.7,运动服装,下装,运动长裤,322.97,1,322.97,广东,广州,男,28,是
28229,2946,52:24.3,运动鞋,跑步鞋,超新星,667.02,1,667.02,新疆,乌鲁木齐,男,24,是
167832,5602,14:54.8,运动鞋,休闲鞋,史密斯系列,779.22,1,779.22,河南,洛阳,男,33,否
56024,8446,14:11.1,运动装备,足球装备,脚踝绑带,126.9,1,126.9,云南,昆明,男,28,是
422299,7342,19:35.9,运动服装,上衣,足球球衣,717.31,1,717.31,天津,天津,女,23,是
172980,1484,26:14.5,运动服装,下装,足球短裤,234.41,1,234.41,河北,唐山,男,39,否
14250,9042,10:03.8,运动服装,套装,赛事套装,813.92,3,2441.76,青海,海东,女,32,是
253560,8261,24:07.7,运动服装,上衣,训练T恤,205.73,2,411.46,北京,北京,男,21,否
118604,3604,58:16.4,运动配饰,帽子,渔夫帽,161.07,1,161.07,上海,上海,女,54,否
7011,393,25:46.5,运动服装,套装,篮球套装,888.97,2,1777.94,内蒙古,呼和浩特,男,20,是
370983,1275,09:19.0,运动鞋,跑步鞋,阿迪达斯超动力,886.13,2,1772.26,四川,宜宾,男,26,是
351486,1709,03:47.5,运动服装,下装,运动长裤,279.41,1,279.41,湖北,宜昌,女,37,是
474632,938,53:15.1,运动服装,下装,足球短裤,192.01,1,192.01,北京,北京,男,33,是
360117,9471,09:55.5,运动服装,上衣,运动夹克,638.6,2,1277.2,河南,郑州,男,28,是
2763,2255,24:55.9,运动配饰,帽子,训练帽,138.93,1,138.93,甘肃,天水,女,40,否
192863,4910,02:34.2,运动装备,训练装备,弹力带,100.78,2,201.56,辽宁,大连,女,22,是
12259,5424,17:42.3,运动鞋,跑步鞋,阿迪达斯超动力,1123.49,2,2246.98,湖南,湘潭,女,33,是
376597,7247,53:54.7,运动服装,外套,运动风衣,408.58,1,408.58,江苏,无锡,男,28,是
174042,1757,31:19.0,运动服装,套装,运动套装,851.29,3,2553.87,内蒙古,呼和浩特,女,23,是
152708,9118,32:16.0,运动配饰,帽子,训练帽,146.51,1,146.51,山东,威海,女,29,否
41575,635,15:35.6,运动鞋,篮球鞋,米切尔系列,1047.92,1,1047.92,广西,柳州,男,24,否
492395,4308,30:14.2,运动服装,上衣,运动夹克,633.53,3,1900.59,浙江,金华,女,22,是
420357,9038,00:39.4,运动装备,篮球装备,护膝,160.06,1,160.06,北京,北京,男,23,是
102582,3049,32:07.8,运动鞋,休闲鞋,贝壳头系列,656.59,2,1313.18,重庆,重庆,男,19,是
61997,214,03:42.9,运动鞋,训练鞋,耐力系列,442.85,2,885.7,广西,柳州,男,27,是
16637,309,22:56.7,运动服装,下装,运动七分裤,199.07,1,199.07,福建,福州,女,28,否
125212,8504,46:14.7,运动服装,上衣,篮球上衣,352.44,1,352.44,吉林,长春,女,23,否
326640,4883,13:52.1,运动装备,篮球装备,护臂,119.66,1,119.66,陕西,宝鸡,男,30,否
337914,1419,49:43.0,运动鞋,训练鞋,耐力系列,365.95,1,365.95,浙江,宁波,男,19,是
318918,4708,01:00.1,运动服装,套装,运动套装,619.25,1,619.25,西藏,日喀则,女,23,是
126053,5402,52:04.3,运动服装,套装,足球套装,709.28,2,1418.56,黑龙江,齐齐哈尔,女,42,否
445513,6734,03:59.1,运动配饰,袜子,训练袜,117.81,3,353.43,福建,福州,女,30,是
300278,3726,48:22.1,运动配饰,包袋,单肩包,186.18,1,186.18,四川,乐山,男,32,是
291099,146,45:10.4,运动服装,套装,训练套装,989.42,1,989.42,北京,北京,女,23,否
350371,8654,07:38.9,运动配饰,帽子,针织帽,148.58,1,148.58,天津,天津,男,26,是
323867,1137,03:13.8,运动服装,上衣,运动卫衣,522.66,2,1045.32,河南,郑州,男,30,是
176747,9910,31:03.8,运动服装,上衣,运动POLO衫,285.82,2,571.64,湖南,湘潭,男,39,是
12495,893,42:51.6,运动鞋,训练鞋,耐力系列,565.26,1,565.26,上海,上海,女,31,否
428039,7753,51:09.5,运动服装,下装,足球短裤,254.34,2,508.68,吉林,延边,女,39,是
343514,3385,10:12.4,运动服装,外套,保暖外套,669.22,3,2007.66,广东,深圳,女,28,是
417780,3346,12:41.7,运动鞋,户外鞋,特锐斯速行,952.21,1,952.21,内蒙古,鄂尔多斯,男,36,否
492759,5451,06:56.9,运动鞋,训练鞋,银河系列,575.49,3,1726.47,湖南,衡阳,男,28,否
384234,3467,46:58.9,运动鞋,跑步鞋,阿迪达斯超动力,1365.53,1,1365.53,重庆,重庆,男,31,否
43451,2791,20:35.1,运动服装,套装,足球套装,832.2,1,832.2,河南,新乡,女,21,否
171167,3355,39:42.0,运动服装,上衣,足球球衣,450.64,1,450.64,湖北,荆州,女,31,是
302206,8131,49:21.9,运动鞋,训练鞋,阿尔法训练师,859.79,3,2579.37,青海,西宁,男,33,是
75557,839,06:54.6,运动装备,篮球装备,护膝,98.38,1,98.38,北京,北京,男,26,是
472056,1891,47:02.3,运动服装,上衣,运动夹克,518.45,1,518.45,江苏,苏州,女,29,是
220350,3005,07:04.6,运动鞋,训练鞋,阿尔法训练师,865.49,1,865.49,广东,深圳,男,32,是
401329,3433,39:43.4,运动鞋,跑步鞋,超新星,1000.7,1,1000.7,陕西,咸阳,男,25,否
6923,4217,25:44.9,运动鞋,篮球鞋,利拉德系列,1258.52,1,1258.52,甘肃,天水,男,18,否
237002,3690,12:22.8,运动服装,下装,跑步紧身裤,319.5,1,319.5,上海,上海,男,46,是
349070,5998,58:18.4,运动服装,外套,保暖外套,511.13,2,1022.26,天津,天津,女,39,是
247833,7856,55:23.9,运动装备,训练装备,瑜伽垫,269.73,1,269.73,广东,深圳,男,26,否
344135,5195,21:34.0,运动服装,下装,足球短裤,278.11,3,834.33,湖南,长沙,男,34,是
232436,8227,53:58.8,运动鞋,篮球鞋,特雷杨系列,986.74,2,1973.48,四川,南充,男,20,是
488351,4092,23:39.7,运动服装,下装,运动七分裤,291.43,1,291.43,辽宁,抚顺,女,22,否
216065,2496,14:13.7,运动服装,套装,运动套装,562.8,1,562.8,广西,北海,女,23,是
351994,2215,03:13.4,运动鞋,休闲鞋,NMD系列,755.48,2,1510.96,西藏,拉萨,女,38,是
266169,5259,04:46.3,运动鞋,训练鞋,锋锐系列,470.99,1,470.99,宁夏,银川,女,33,是
299374,9537,17:23.2,运动鞋,跑步鞋,阿迪达斯超动力,1114.12,1,1114.12,广东,深圳,男,28,否
29938,9887,18:40.5,运动配饰,其他配饰,运动眼镜,362.47,1,362.47,海南,三亚,男,31,否
128674,4728,35:11.3,运动服装,下装,运动长裤,365.28,2,730.56,河北,保定,女,31,是
294817,585,20:44.6,运动服装,套装,足球套装,780.42,1,780.42,陕西,宝鸡,男,23,否
197109,1050,16:12.0,运动服装,套装,赛事套装,881.83,2,1763.66,重庆,重庆,女,30,否
37167,4398,38:49.9,运动鞋,休闲鞋,贝壳头系列,658.19,1,658.19,河北,保定,男,52,是
226301,7111,29:20.6,运动装备,足球装备,脚踝绑带,115.58,2,231.16,甘肃,兰州,女,33,是
464380,8020,10:44.0,运动服装,上衣,运动卫衣,298.49,2,596.98,辽宁,抚顺,男,33,是
188557,8488,30:45.6,运动配饰,其他配饰,运动毛巾,149.2,2,298.4,广东,中山,男,25,是
110193,5281,25:06.5,运动服装,外套,羽绒服,1245.74,1,1245.74,四川,南充,男,39,是
469405,1140,21:46.3,运动配饰,包袋,健身包,365.95,2,731.9,上海,上海,女,21,是
263736,1764,11:16.4,运动服装,外套,防风夹克,656.32,2,1312.64,河北,唐山,女,40,是
127811,8411,53:31.3,运动服装,下装,运动长裤,343.02,2,686.04,河南,郑州,女,32,是
227206,625,20:11.3,运动服装,套装,赛事套装,658.47,3,1975.41,天津,天津,女,20,是
60125,3214,01:11.3,运动服装,下装,训练紧身裤,250.89,1,250.89,福建,漳州,女,29,是
410589,5134,30:28.0,运动服装,上衣,运动夹克,694.22,1,694.22,北京,北京,女,26,是
226768,2926,15:37.0,运动服装,下装,足球短裤,181.68,1,181.68,上海,上海,男,27,是
431312,3282,01:26.4,运动服装,套装,赛事套装,877.05,1,877.05,北京,北京,女,22,是
234655,6528,23:48.3,运动服装,上衣,足球球衣,600.11,1,600.11,山西,大同,女,20,是
401712,5608,43:35.6,运动鞋,户外鞋,特锐斯速行,1181.61,1,1181.61,四川,乐山,男,27,否
186349,2509,39:15.4,运动鞋,训练鞋,阿尔法训练师,871.34,1,871.34,河北,保定,男,29,否
10369,9641,52:44.4,运动配饰,袜子,跑步袜,121.46,1,121.46,辽宁,沈阳,女,25,否
266420,4364,53:54.4,运动鞋,足球鞋,X系列,976.53,1,976.53,北京,北京,男,43,是
171437,6438,24:31.4,运动配饰,帽子,渔夫帽,146.47,2,292.94,上海,上海,女,32,是
106149,5509,01:07.6,运动装备,篮球装备,运动护具,173.84,1,173.84,上海,上海,男,29,否
403493,4694,56:27.4,运动装备,足球装备,护腿板,217.23,1,217.23,福建,泉州,男,22,否
114956,4813,05:13.6,运动配饰,手套,足球守门员手套,246.73,2,493.46,天津,天津,男,42,是
301667,9167,25:12.0,运动服装,下装,运动七分裤,248.59,1,248.59,青海,西宁,男,41,是
113454,6141,40:35.2,运动服装,上衣,训练背心,179.32,2,358.64,河南,许昌,女,20,是
263086,4852,26:18.8,运动鞋,训练鞋,银河系列,533.94,1,533.94,甘肃,兰州,男,33,是
461755,4914,37:45.6,运动配饰,手套,训练手套,205.44,2,410.88,吉林,吉林,女,33,是
153486,4710,53:11.4,运动鞋,休闲鞋,NMD系列,1143.22,1,1143.22,北京,北京,女,31,否
442560,4510,03:04.9,运动服装,上衣,训练T恤,146.31,2,292.62,河北,石家庄,女,31,是
61694,4893,29:19.3,运动配饰,包袋,运动背包,321.78,1,321.78,福建,泉州,女,23,是
248880,2173,22:57.8,运动鞋,跑步鞋,超新星,827.54,2,1655.08,辽宁,大连,男,28,是
161954,5423,19:14.1,运动鞋,跑步鞋,超新星,866.09,1,866.09,重庆,重庆,男,33,是
448095,5762,52:31.6,运动鞋,跑步鞋,超新星,780.53,1,780.53,福建,福州,男,32,否
422406,9780,57:39.6,运动服装,上衣,跑步T恤,222.24,1,222.24,湖南,湘潭,女,34,否
184685,3561,36:44.2,运动鞋,休闲鞋,桑巴系列,702.55,1,702.55,广东,佛山,女,41,是
476096,8384,10:46.5,运动装备,篮球装备,护臂,160.79,1,160.79,河北,唐山,男,44,否
298766,808,08:43.0,运动服装,外套,防风夹克,490.81,2,981.62,江西,上饶,男,52,是
304761,4061,33:35.4,运动鞋,休闲鞋,桑巴系列,730.69,1,730.69,河南,许昌,女,20,是
398556,777,27:29.6,运动服装,上衣,运动卫衣,376.45,1,376.45,河南,洛阳,男,30,是
421557,7845,43:12.5,运动配饰,手套,保暖手套,165.24,1,165.24,河北,石家庄,女,39,是
341786,4919,00:31.1,运动服装,下装,足球短裤,264.39,3,793.17,海南,儋州,男,28,是
136932,3146,50:15.8,运动鞋,跑步鞋,极速系列,936.19,1,936.19,重庆,重庆,男,28,否
194768,991,21:46.9,运动配饰,袜子,足球袜,104.27,2,208.54,广西,北海,女,32,是
446158,8909,40:37.3,运动服装,上衣,训练背心,216.22,1,216.22,河南,洛阳,男,21,否
458119,7409,37:21.8,运动配饰,包袋,健身包,375.56,1,375.56,重庆,重庆,女,34,是
394268,9528,40:18.4,运动配饰,包袋,装备包,324.22,1,324.22,山西,太原,女,34,是
248867,7740,30:54.7,运动服装,上衣,篮球上衣,267.91,2,535.82,上海,上海,男,21,是
433565,7501,09:50.0,运动服装,外套,连帽外套,555.51,2,1111.02,河南,许昌,女,31,否
460305,4411,37:25.1,运动服装,上衣,跑步T恤,205.72,1,205.72,重庆,重庆,女,32,否
404981,8859,03:32.7,运动装备,足球装备,护腿板,177.75,2,355.5,湖南,湘潭,女,19,是
35462,4672,54:46.5,运动鞋,跑步鞋,太阳能动力,1150.16,1,1150.16,江西,赣州,男,27,是
396464,6180,44:11.0,运动装备,足球装备,护踝,133.6,2,267.2,四川,南充,女,24,是
350888,2994,44:07.9,运动鞋,篮球鞋,D罗斯系列,894.67,1,894.67,重庆,重庆,女,30,是
366617,2100,48:24.9,运动配饰,包袋,运动背包,352.66,2,705.32,北京,北京,女,40,是
314831,2501,27:31.1,运动服装,上衣,篮球上衣,229.56,1,229.56,广东,珠海,女,32,是
84407,8616,36:14.8,运动装备,足球装备,足球,362.72,1,362.72,湖北,武汉,女,47,否
161648,6972,21:24.4,运动鞋,篮球鞋,利拉德系列,1343.21,1,1343.21,河北,廊坊,男,18,是
332581,4683,30:54.5,运动鞋,训练鞋,阿尔法训练师,787.88,1,787.88,山东,威海,男,18,是
320897,7455,59:49.1,运动服装,上衣,训练T恤,264.94,2,529.88,云南,曲靖,女,42,否
27398,102,58:03.9,运动服装,上衣,运动夹克,695.38,2,1390.76,北京,北京,女,33,是
27752,5473,46:18.9,运动服装,上衣,运动POLO衫,326.05,3,978.15,福建,厦门,男,30,是
360082,4249,20:20.9,运动鞋,足球鞋,F50系列,1466.42,1,1466.42,江苏,无锡,男,36,否
181463,7159,51:43.3,运动服装,外套,防风夹克,697.95,1,697.95,福建,漳州,女,40,是
189384,1002,29:17.8,运动鞋,户外鞋,特锐斯AX,1181.22,2,2362.44,天津,天津,女,41,否
172887,8490,30:10.2,运动服装,下装,足球短裤,271.34,2,542.68,湖南,株洲,男,24,是
34943,8596,30:06.6,运动服装,上衣,训练T恤,202.28,2,404.56,广东,广州,女,21,是
328293,1978,12:00.4,运动服装,套装,篮球套装,658.54,3,1975.62,辽宁,沈阳,男,41,是
341506,1530,31:35.5,运动服装,上衣,跑步T恤,207.6,2,415.2,上海,上海,男,22,否
397436,4932,47:32.1,运动服装,上衣,训练背心,124.94,2,249.88,上海,上海,男,28,是
11312,8822,10:58.4,运动服装,外套,保暖外套,853.01,3,2559.03,黑龙江,齐齐哈尔,女,28,是
200212,9065,59:25.7,运动服装,下装,训练紧身裤,310.2,2,620.4,江苏,南京,女,25,是
176240,1742,40:32.1,运动服装,外套,防风夹克,521.02,1,521.02,内蒙古,包头,女,46,否
238128,930,18:22.0,运动服装,上衣,训练背心,128.01,2,256.02,四川,南充,女,19,是
311250,4058,37:14.0,运动服装,上衣,篮球上衣,298.02,2,596.04,内蒙古,鄂尔多斯,女,32,否
31573,7003,00:55.8,运动服装,下装,篮球短裤,186.03,2,372.06,山东,烟台,女,28,是
72944,3002,22:13.2,运动服装,下装,篮球短裤,309.81,1,309.81,西藏,拉萨,女,25,否
149735,5826,25:56.6,运动服装,下装,运动七分裤,364.88,1,364.88,黑龙江,大庆,男,31,否
329791,1093,35:51.2,运动配饰,帽子,遮阳帽,204.76,1,204.76,江西,上饶,女,33,是
143049,2856,01:11.0,运动服装,套装,足球套装,881.09,1,881.09,上海,上海,女,37,是
77838,5545,12:15.3,运动配饰,帽子,运动棒球帽,152.66,1,152.66,浙江,宁波,女,36,否
162182,9360,49:40.0,运动服装,上衣,运动卫衣,455.59,3,1366.77,湖南,长沙,男,34,否
110739,2127,34:42.8,运动服装,上衣,训练背心,238.1,1,238.1,江苏,无锡,男,33,否
145509,8857,26:52.8,运动服装,下装,篮球短裤,242.55,1,242.55,海南,儋州,男,33,是
1242,6728,13:59.1,运动配饰,手套,足球守门员手套,191.19,2,382.38,新疆,乌鲁木齐,男,32,是
36922,2912,42:19.2,运动装备,篮球装备,运动护具,223.14,1,223.14,海南,儋州,男,52,是
420975,8181,28:53.4,运动鞋,休闲鞋,桑巴系列,595.11,1,595.11,北京,北京,男,21,是
412744,9559,37:49.5,运动装备,篮球装备,篮球,392.57,2,785.14,上海,上海,女,23,是
176735,107,45:07.9,运动服装,下装,训练紧身裤,322.46,3,967.38,重庆,重庆,女,19,是
49442,3100,23:39.7,运动服装,上衣,足球球衣,711.31,1,711.31,天津,天津,男,32,否
481617,9028,06:28.7,运动服装,下装,训练短裤,176.26,2,352.52,湖南,衡阳,男,27,是
317482,4594,52:57.4,运动配饰,包袋,球包,524.27,1,524.27,湖北,荆州,男,30,否
91538,7600,32:26.8,运动鞋,休闲鞋,加赛尔系列,656.73,1,656.73,江西,上饶,男,35,是
156909,1614,07:00.4,运动鞋,休闲鞋,大陆80系列,870.92,1,870.92,江西,南昌,女,22,否
379481,3108,33:44.6,运动服装,下装,训练短裤,186.95,1,186.95,广东,东莞,男,25,否
430826,2336,38:44.0,运动装备,足球装备,护腿板,154.1,1,154.1,贵州,贵阳,女,24,否
330153,2746,43:35.4,运动鞋,跑步鞋,阿迪达斯超动力,947.92,1,947.92,河北,保定,男,34,是
147897,5548,14:54.3,运动服装,上衣,训练背心,135.87,1,135.87,天津,天津,女,25,否
75260,8843,34:09.6,运动鞋,篮球鞋,D罗斯系列,834.23,3,2502.69,广东,广州,男,22,是
148326,3974,41:17.7,运动鞋,训练鞋,耐力系列,615.75,1,615.75,江西,赣州,女,34,否
310817,1582,43:36.1,运动服装,上衣,足球球衣,365.1,1,365.1,广东,东莞,男,30,是
72725,643,16:19.8,运动配饰,袜子,跑步袜,136.47,1,136.47,浙江,绍兴,女,25,否
219905,9479,10:36.8,运动配饰,包袋,球包,368.95,1,368.95,山东,威海,女,27,是
226474,2664,41:04.1,运动鞋,休闲鞋,桑巴系列,646.91,1,646.91,湖北,荆州,男,20,是
244501,6656,12:04.0,运动鞋,休闲鞋,桑巴系列,845.96,1,845.96,广东,深圳,男,18,是
141588,7048,00:42.7,运动服装,上衣,训练T恤,172.75,2,345.5,陕西,渭南,女,34,是
342021,80,39:17.4,运动鞋,户外鞋,特锐斯徒步者,1273.31,1,1273.31,广西,柳州,男,23,是
176489,2705,54:50.3,运动鞋,休闲鞋,大陆80系列,637.17,2,1274.34,河北,保定,女,39,是
475881,7752,32:00.2,运动服装,套装,训练套装,637.09,1,637.09,重庆,重庆,女,22,否
440164,6902,49:17.4,运动装备,足球装备,护腿板,138.71,2,277.42,湖南,株洲,女,32,是
144765,3543,27:28.6,运动服装,套装,赛事套装,1074.67,2,2149.34,北京,北京,女,24,是
304950,1990,26:15.5,运动鞋,休闲鞋,贝壳头系列,794.44,1,794.44,上海,上海,男,18,是
447384,2089,06:03.3,运动鞋,休闲鞋,史密斯系列,650.83,1,650.83,内蒙古,呼和浩特,男,26,是
363659,1082,21:23.4,运动鞋,篮球鞋,特雷杨系列,1308.81,1,1308.81,吉林,长春,女,24,是
418789,4991,02:29.2,运动服装,套装,赛事套装,869.28,2,1738.56,重庆,重庆,女,42,是
404408,1977,53:58.8,运动服装,下装,训练紧身裤,282.22,1,282.22,山西,大同,男,48,是
34963,2869,21:44.3,运动服装,套装,训练套装,673.76,1,673.76,陕西,宝鸡,男,36,是
39075,488,33:27.1,运动服装,套装,足球套装,540.53,2,1081.06,新疆,喀什,男,20,是
95790,5690,37:10.2,运动服装,套装,足球套装,1039.28,1,1039.28,河北,保定,男,29,是
